OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
688,17952,NE 98TH ST,1812,N,2018/10/11 00:00:00+00,263,268,2567,2332,2600,Study(Normalized),,492.515413800532
689,2202,15TH AV W NB ON RP,1984,N,2018/06/26 00:00:00+00,583,687,8719,8233,8500,Study(Normalized),,694.405661155564
690,9073,BATTERY ST,950,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,322.098569710021
691,"15357,15358,15359",N 38TH ST,1330,N,2018/10/31 00:00:00+00,289,269,3242,3097,3200,Study(Normalized),,835.403618156876
692,1237,1ST AVE S,2029,N,2018/05/01 00:00:00+00,2682,3060,39474,37471,36300,Study(Normalized),,335.499086829711
693,"1549,1548,1547,1550","12TH AVE,12TH AVE E",1081,N,2015/01/05 00:00:00+00,,,15070,0,15100,Study - 13-15,,1704.56375300683
694,"19673,19674,19672",S COLLEGE ST,470,N,2018/04/05 00:00:00+00,439,586,6406,5899,6600,Study(Normalized),,966.230532278715
695,8705,AIRPORT WAY S,526,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,132.384494322785
696,"3020,3023,3027,3019,3026,3024,3022,3021,3025,3018",20TH AVE NW,1653,N,2018/03/08 11:00:00+00,569,629,6346,6080,6300,Study,,2666.5276560308
697,14605,E PIKE ST,910,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,131.003390128922
698,"10006,10007,10005",DENNY WAY,1060,B,2015/07/31 00:00:00+00,,,27666,26578,27700,Study - 13-15,,645.022251314949
699,"17620,17621,17617,17619,17618",NE 80TH ST,1726,N,2018/01/05 11:00:00+00,88,241,1941,1904,1900,Study,,1326.53810363291
700,16731,NE 40TH ST,1375,N,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,185.954341497407
701,1588,12TH AVE NE,1690,N,2018/01/10 12:30:00+00,507,1372,9221,8325,9200,Study,,261.82148311356
702,16852,NE 45TH ST,1444,N,2017/09/27 11:00:00+00,1820,2031,29211,29732,29200,Study,,280.038109532276
703,"1265,1101,1102,1099,16368","1ST PL NE,1ST AVE NE,NE 117TH ST",1864,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,3471.35339724373
704,15561,N 46TH ST,1472,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,,357.48152086867
705,21845,SW BARTON ST,89,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,332.669526061927
706,6875,45TH AVE SW,90,N,2018/01/25 13:15:00+00,566,554,5952,5820,6000,Study,,224.179764102964
707,"1204,1203",1ST AVE S,505,N,1970/01/01 00:00:00+00,,,29000,,29000,Estimate,,1535.07574802783
709,12955,STONE WAY N,1303,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,320.853033518676
710,"13370,13368,13371,13372,13369",WALLINGFORD AVE N,1459,N,2018/04/18 00:00:00+00,545,551,5770,5401,5900,Study(Normalized),,2102.20487919206
711,"10204,10203,10202",ELLIOTT AVE,897,Y,2014/04/24 00:00:00+00,,,13060,12767,13100,Study - 13-15,,1051.71668763056
712,1016,1ST AVE,947,Y,2018/07/23 00:00:00+00,690,1354,12286,11798,11900,Study(Normalized),,305.688312806597
713,9731,COLUMBIA ST,677,Y,2018/07/16 00:00:00+00,898,554,9119,8236,8800,Study(Normalized),,322.124789688122
714,16851,NE 45TH ST,1446,N,2018/02/21 08:45:00+00,1892,1991,30758,30743,30800,Study,,284.919939584134
715,"23230,23228,23225,23227,23226,23229,23231",W DRAVUS ST,1302,N,2018/01/05 10:00:00+00,688,801,8261,8050,8300,Study,,2059.13894736383
716,"14886,14888,14887",E UNION ST,874,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,651.312635179954
717,19690,S COLUMBIAN WAY,402,N,1970/01/01 00:00:00+00,,,29000,,29000,Estimate,,201.377227394413
718,"12957,12956",STONE WAY N,1327,N,2015/09/16 00:00:00+00,,,12386,11405,12400,Study - 13-15,,1199.48283435277
719,2036,15TH AVE NE,1502,N,2018/02/05 09:30:00+00,867,974,10148,9284,10100,Study,,659.957788487159
720,"11745,11755",MELROSE AVE,999,B,2015/01/05 00:00:00+00,,,10260,0,10300,Study - 13-15,,511.903925068825
721,"11914,11913",MONTLAKE BLVD NE,1428,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,495.856467369101
722,15541,N 45TH ST,1463,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,210.295021612625
723,"20851,20852",1ST AV S SB ON RP,9,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,1534.69506833678
724,"20730,2870","S MAIN ST,2ND AVE S",579,Y,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,610.742310277505
725,"3042,3044,3047,3046,3041,3049,3045,3043,3040,3048,20516,613389,20517","20TH AVE S,S JUDKINS ST",556,N,2018/04/05 00:00:00+00,320,417,3744,3438,3800,Study(Normalized),,3511.65296304959
726,"1654,1655,1656,626835",12TH AVE S,2004,N,2015/03/09 00:00:00+00,,,22250,20058,22300,Study - 13-15,,1847.19265135795
727,"9454,9455,9456,9452,9453",BROADWAY E,1137,N,2017/10/25 12:00:00+00,679,841,11430,11246,11400,Study,,1877.40846530701
728,6129,4TH AVE,785,Y,1970/01/01 00:00:00+00,,,19500,,19500,Estimate,,426.045930055327
729,8279,8TH AVE,807,Y,2015/07/08 00:00:00+00,,,5149,4563,5100,Study - 13-15,,257.77289427877
730,"2971,2974,2972,2973",20TH AVE NE,1703,N,2015/11/18 00:00:00+00,,,2869,2628,2900,Study - 13-15,,2651.62018335633
731,2339,16TH AVE SW,165,N,2017/11/02 12:00:00+00,1201,1308,15469,13852,15500,Study,,319.991077919231
732,"10162,10161,10965","EASTLAKE AVE E,EASTLAKE AVE,HOWELL ST",1969,B,2018/04/11 00:00:00+00,249,169,2699,2707,2800,Study(Normalized),,851.446830269737
733,"489660,487406,489661,489617,489667",M L KING JR WAY S,99,N,2015/05/07 00:00:00+00,,,16812,16251,16800,Study - 13-15,Combined,5620.29565733454
734,"10014,10013",DENNY WAY,1047,B,2018/06/21 00:00:00+00,1799,1638,26316,26236,25700,Study(Normalized),,332.40824119627
735,9076,BATTERY ST,1004,Y,2017/10/19 09:00:00+00,432,418,6453,6381,6500,Study,,322.028484847596
736,"18096,18097,18098",NE RAVENNA BLVD,1560,N,2018/03/26 00:00:00+00,293,364,3562,3342,3500,Study(Normalized),,647.140391612946
737,"4240,4243,4247,4245,4246,4244,4248,4241,4242",28TH AVE W,1300,N,2015/07/30 00:00:00+00,,,3811,3625,3800,Study - 13-15,,3312.60527877548
738,21457,S WALKER ST,474,N,1970/01/01 00:00:00+00,,,600,,600,Estimate,,184.621607310712
739,"11280,11278,11279",LAKEVIEW BLVD E,1229,N,2015/07/09 00:00:00+00,,,14891,13855,14900,Study - 13-15,,2626.56760552615
740,9077,BATTERY ST,1015,Y,2017/10/19 09:30:00+00,401,461,6229,6149,6200,Study,,327.825674776008
741,"6121,6119,6120,6226","4TH AVE,4TH AVE S",605,Y,1970/01/01 00:00:00+00,,,16700,,16700,Estimate,,956.326975325524
742,"7254,7255,7253,7333",5TH AVE NE,1844,N,2015/07/20 00:00:00+00,,,17791,16570,17800,Study - 13-15,,1989.64449076062
743,8177,7TH AVE NE,1956,N,1970/01/01 00:00:00+00,,,11500,,11500,Estimate,,324.896470999457
744,"14900,14898,14899,14897",E UNION ST,858,N,2015/03/20 00:00:00+00,,,11093,10507,11100,Study - 13-15,,1182.67545620507
745,"16353,16355,16356,16351,16354,16357,16358,16352",NE 115TH ST,1858,N,2014/09/24 00:00:00+00,,,2703,2507,2700,Study - 13-15,,2182.10648480151
746,"11598,11599,11601,11600,11596,11597,13978,13979,13977","MADRONA DR,E DENNY WAY",1019,N,2017/11/01 11:30:00+00,443,391,4018,3642,4000,Study,,3320.1912548473
747,"10689,10690,10688,10692,10691,10687",GREEN LAKE WAY N,1522,N,2014/08/20 00:00:00+00,,,23672,22654,23700,Study - 13-15,,1796.55009423214
748,"8957,8956,8955",AURORA AVE N,1953,N,2015/11/16 00:00:00+00,,,41196,38395,41200,Study - 13-15,,793.1894598847
749,"17904,17905,17902,17906,17903",NE 95TH ST,1802,N,2018/01/09 13:00:00+00,625,659,7592,7231,7600,Study,,3179.04906119701
750,"9191,9184,9187,9193,9189,9190,9192,9185,9186,9188,9183,7538,336133,336132,7537","BEACON AVE S,51ST AVE S",43,N,2015/05/07 00:00:00+00,,,8674,8497,8700,Study - 13-15,,4860.4626941757
751,"16862,288753",NE 45TH ST,1432,N,2014/10/20 00:00:00+00,,,38263,35292,38300,Study - 13-15,,1356.40963225669
752,"23426,23425",W HARRISON ST,1109,N,2018/06/20 00:00:00+00,367,359,4383,4143,4300,Study(Normalized),,505.334413274325
753,18059,NE RAVENNA BLVD,1683,N,2018/01/10 11:30:00+00,256,185,2580,2442,2600,Study,,425.584906886258
754,4974,32ND AVE NW,1576,N,2018/03/08 12:15:00+00,154,196,2214,2254,2200,Study,,395.488920044713
755,19645,S CLOVERDALE ST,2030,N,2017/11/27 09:15:00+00,1030,1117,13551,12008,13600,Study,,987.546181493039
756,11335,LEARY WAY NW,1372,N,1970/01/01 00:00:00+00,,,31000,,31000,Estimate,,345.465949460307
757,11246,LAKE WASHINGTON BLVD S,248,N,2018/04/10 00:00:00+00,364,269,2965,2789,3000,Study(Normalized),,735.499534417884
758,11373,LENORA ST,995,Y,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,322.094098232388
759,15770,N 63RD ST,1608,N,2018/10/31 00:00:00+00,1198,1254,14326,13965,14300,Study(Normalized),,276.248306540626
760,"13881,13882",E CHERRY ST,753,N,2015/04/30 00:00:00+00,,,11380,10917,11400,Study - 13-15,,648.180821558761
761,"11297,11302,11298,11299,11301,11300",LATONA AVE NE,1565,N,2017/12/01 10:15:00+00,411,522,4923,4659,4900,Study,,1590.15401257572
762,"9324,9323",BOREN AVE,1017,B,2017/10/04 13:15:00+00,1435,1226,17733,16831,17700,Study,,502.287218923564
763,1409,11TH AVE NE,1483,N,2017/10/24 09:45:00+00,252,504,4137,3890,4100,Study,,668.200188742344
764,"5359,5360",35TH AVE NE,1673,N,2015/11/03 00:00:00+00,,,13386,12722,13400,Study - 13-15,,1325.12959616991
765,"9441,9440,9443,9439,9442",BROADWAY,818,N,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,1441.06330110586
766,"17280,17281,17283,17287,17285,17290,17286,17291,17282,17284,17289,17278,17279,17288",NE 65TH ST,1621,N,2015/07/28 00:00:00+00,,,12846,12249,12800,Study - 13-15,,2556.73720265996
768,"8743,8742,14384,14383","ALASKAN WAY S,EAST MARGINAL WAY S",37,N,2015/08/20 00:00:00+00,,,9097,7411,9100,Study - 13-15,,5696.43079737632
769,16513,NE 125TH SR ST,1880,N,1970/01/01 00:00:00+00,,,9400,,9400,Estimate,,121.878884200873
770,"15891,15893,15892",N 80TH ST,1747,N,2015/09/01 00:00:00+00,,,15157,14407,15200,Study - 13-15,,1991.38220144283
771,7237,5TH AVE,836,Y,2018/06/07 00:00:00+00,1356,1227,18119,18383,17700,Study(Normalized),,426.459160279599
772,11368,LENORA ST,889,Y,2018/03/20 00:00:00+00,373,490,5947,5623,5800,Study(Normalized),,322.200239879723
773,"2121,2123,2124,2122,2125",15TH AVE NW,1807,N,2018/04/11 00:00:00+00,439,435,4402,4289,4500,Study(Normalized),,2147.42540843776
774,"6244,6241,6240,6242,6243",4TH AVE S,450,N,1970/01/01 00:00:00+00,,,37000,,37000,Estimate,,2966.2419024865
775,"13345,13346",WEST SEATTLE BR WB,2009,N,1970/01/01 00:00:00+00,,,22618,23637,22600,Estimate,,3660.59998963281
776,"12155,12158,12148,12156,163183,12146,12159,12145,12149,12152,12150,12154,163182,12151,12147,12153,12157",PHINNEY AVE N,1642,N,2015/08/21 00:00:00+00,,,9359,8945,9400,Study - 13-15,,4076.44635073289
777,"15563,15562",N 46TH ST,1470,N,1970/01/01 00:00:00+00,,,26000,,26000,Estimate,,624.788348023547
778,"2663,2661,2662",19TH AVE E,1191,N,2017/11/30 11:45:00+00,540,450,4684,4350,4700,Study,,1989.57696537262
779,"23782,23783,13296,13297,13298","WEST VIEWMONT WAY W,VIEWMONT WAY W",1240,N,2018/01/25 11:00:00+00,127,147,1666,1588,1700,Study,,2922.26832770258
780,"14378,14379",E MADISON ST,1204,N,2018/10/31 00:00:00+00,303,355,4215,4179,4200,Study(Normalized),,485.178934623539
781,"16105,16104,15564","N MIDVALE PL,N 46TH ST",1468,N,2014/08/20 00:00:00+00,,,19656,19534,19700,Study - 13-15,,846.927410815812
782,"8662,8661,8667,8663,8665,8664,8660,338124,8666",AIRPORT WAY S,482,N,2015/07/13 00:00:00+00,,,22068,0,22100,Study - 13-15,,2333.43893569727
783,"3593,3595,3591,3594,3590,3597,3598,3599,3596,3592",24TH AVE NW,1655,N,2015/12/11 00:00:00+00,,,13845,13476,13800,Study - 13-15,,2651.79010252599
784,"16478,16477",NE 125TH ST,1879,N,2018/03/12 00:00:00+00,1524,1746,21408,20481,20900,Study(Normalized),,1343.44437041714
785,10097,DEXTER WAY N,1252,N,2017/11/02 10:30:00+00,369,283,3205,2993,3200,Study,,1483.8103902179
786,"14083,14082",EAST GREEN LAKE WAY N,1672,N,2018/10/25 00:00:00+00,926,942,10501,9991,10500,Study(Normalized),,371.830980083139
787,8318,8TH AVE NE,1603,N,2015/04/27 00:00:00+00,,,897,861,900,Study - 13-15,,206.648802715373
788,7910,6TH AVE N,1255,N,2018/10/11 00:00:00+00,459,541,6153,5719,6200,Study(Normalized),,837.789105198789
789,"11581,11580",MADISON ST,669,Y,2018/10/16 00:00:00+00,423,400,5617,5572,5600,Study(Normalized),,322.117308190915
790,22832,SW SPOKANE ST,31,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,247.478915119538
791,"9984,9983",DELRIDGE WAY SW,146,N,2015/04/23 00:00:00+00,,,16733,16173,16700,Study - 13-15,,1972.7651310971
792,"17292,17298,17296,17293,17294,17297,17295",NE 65TH ST,1617,N,2017/12/19 11:30:00+00,526,617,7494,7079,7500,Study,,1322.7554527294
793,"13645,13644",WOODLAND PL N,1640,N,2018/05/15 00:00:00+00,950,1809,16247,15717,14900,Study(Normalized),,523.680412879453
794,9212,BELLEVUE AVE,962,B,2018/10/04 00:00:00+00,287,493,5244,5084,5200,Study(Normalized),,412.213997622996
795,17995,NE CAMPUS PKWY,1401,N,2018/06/15 00:00:00+00,166,182,2201,2074,2100,Study(Normalized),,279.943279947329
796,"15124,15125,18221,18220","N 125TH ST,NW 125TH ST",1894,N,2018/04/11 00:00:00+00,289,345,3743,3507,3800,Study(Normalized),,1333.89223537507
797,"7158,7160,7159,7157",48TH AVE SW,236,N,2017/12/19 12:30:00+00,161,218,2372,2294,2400,Study,,2397.1213329956
798,"14255,14865,14256,14864","E JOHN ST,E THOMAS ST",1090,N,2018/03/20 00:00:00+00,653,634,7945,7513,7700,Study(Normalized),,1211.84298298867
799,16933,NE 50TH ST,1507,N,2018/10/04 00:00:00+00,927,1183,14900,14585,14900,Study(Normalized),,279.91646299659
800,11834,MERIDIAN AVE N,1902,N,2018/03/27 00:00:00+00,222,340,2624,2232,2600,Study(Normalized),,435.603710869427
801,13310,VIRGINIA ST,837,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,322.183980038309
802,"9005,9004",AURORA AVE N,1099,N,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,859.89929452935
803,16809,NE 43RD ST,1422,N,2018/06/29 00:00:00+00,134,155,1784,1579,1700,Study(Normalized),,277.171461158235
804,"3442,3443",23RD AVE S,592,N,2018/02/16 11:15:00+00,1484,1916,23168,21512,23200,Study,,876.087306152209
805,"8091,8092,8094,8093",62ND AVE S,57,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,2404.25327620362
806,"16142,16144,16143",N PHINNEY WAY,1469,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,602.805065881301
807,1727,12TH AVE NE,1691,N,2018/08/30 00:00:00+00,272,364,3934,3641,3900,Study(Normalized),,252.079105964654
808,14408,EAST MARGINAL WAY S,202,N,2015/05/06 00:00:00+00,,,10717,8830,10700,Study - 13-15,,551.308382328505
809,"6634,6635,6636",43RD AVE E,1995,N,2018/02/12 10:45:00+00,64,86,971,903,1000,Study,,1572.63433269994
810,"2320,2321,22180","16TH AVE SW,SW FLORIDA ST",475,N,2015/03/06 00:00:00+00,,,6100,5158,6100,Study - 13-15,,3958.44190079334
811,"5450,5451",35TH AVE SW,325,N,2017/10/09 12:15:00+00,1551,1926,22578,21704,22600,Study,,1098.32151586172
812,"12545,12548,12549,12547,12551,12550,12546",RENTON AVE S,45,N,2015/05/07 00:00:00+00,,,11654,11498,11700,Study - 13-15,,2893.13537099361
813,"17382,17381",NE 70TH ST,1680,N,2015/07/21 00:00:00+00,,,7001,6603,7000,Study - 13-15,,629.419433350667
814,18048,NE PACIFIC ST,1307,N,1970/01/01 00:00:00+00,,,21500,,21500,Estimate,,508.017919655802
815,"17434,17433,17435,17436,603056",NE 70TH ST,1667,N,2018/01/29 09:45:00+00,630,712,7235,7055,7200,Study,,1315.64718898905
816,"14933,14934",E YESLER WAY,600,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,718.957071096678
817,7870,6TH AVE,634,Y,2015/03/11 00:00:00+00,,,5088,4975,5100,Study - 13-15,,630.398490092648
818,8655,AIRPORT WAY S,527,N,2018/02/14 11:45:00+00,1009,1132,11149,9252,11100,Study,,342.61991202287
819,4391,3RD AVE,986,Y,2013/02/20 00:00:00+00,,,3295,3337,3300,Study - 13-15,,306.24050014205
820,"7000,6998,6999,6997",47TH AVE NE,1541,N,2018/03/12 00:00:00+00,212,231,2289,2127,2200,Study(Normalized),,2584.28557073095
821,"2650,2649",19TH AVE,990,N,2015/03/20 00:00:00+00,,,1986,1818,2000,Study - 13-15,,1398.88963165936
822,"7989,7991",6TH AVE S,512,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,2268.30156729443
823,8704,AIRPORT WAY S,528,N,2018/06/18 00:00:00+00,1270,893,11637,11291,11400,Study(Normalized),,332.6717351062
824,"7407,7408,23548,23549,23668,23667","5TH AVE W,W MCGRAW PL,W RAYE ST",1267,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,2224.24908097074
825,"12590,12579,12589,12580,12587,12584,12585,12581,12582,12583,12586,12588,12591",ROOSEVELT WAY N,1921,N,1970/01/01 00:00:00+00,,,1500,,1500,Estimate,,3269.43939896962
826,"10218,10216,10217",ELLIOTT AVE W,1181,N,2015/09/14 00:00:00+00,,,43626,41329,43600,Study - 13-15,,2140.17563832364
827,590107,1ST AVE S,415,N,2015/04/03 00:00:00+00,,,17394,14765,17400,Study - 13-15,,746.44489744556
828,"8376,8374,8375,8372,8373",8TH AVE NW,1487,N,2018/01/11 11:45:00+00,485,599,6804,6446,6800,Study,,1156.50915891936
829,"11341,11339,11337,11340,11338,11343,11342,11344,11336",LEARY WAY NW,1437,N,2015/07/23 00:00:00+00,,,28421,26238,28400,Study - 13-15,,2415.40801758737
830,8283,8TH AVE,978,Y,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,425.912099238917
831,"1207,1206,1205",1ST AVE S,489,N,1970/01/01 00:00:00+00,,,27500,,27500,Estimate,,2295.33151986685
832,"7249,7248,701839",5TH AVE,1059,Y,2018/05/17 00:00:00+00,1155,963,12450,11845,11400,Study(Normalized),,724.361717694853
833,"12142,12143,12144,12141",PHINNEY AVE N,1527,N,2018/02/01 11:45:00+00,340,347,4080,3877,4100,Study,,1050.05738449831
834,13510,WESTERN AVE,928,Y,2018/07/23 00:00:00+00,1348,1160,19768,19184,19200,Study(Normalized),,305.646646959916
835,"13548,13545,13547,13546",WESTLAKE AVE N,1972,N,1970/01/01 00:00:00+00,,,20000,,20000,Estimate,,3823.67228044922
836,11664,MARION ST,673,Y,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,322.099414578672
837,8160,7TH AVE,930,Y,2018/09/13 00:00:00+00,650,656,7436,6784,7800,Study(Normalized),,349.9504210712
838,7988,6TH AVE S,532,N,2018/06/18 00:00:00+00,392,451,4299,4035,4200,Study(Normalized),,922.641633213905
839,9423,ROY ST,1158,N,2017/10/31 10:00:00+00,581,395,5006,4679,5000,Study,,308.570404682403
840,"20893,20891,20887,20888,20892,20886,20890,20889,338575",S MOUNT BAKER BLVD,432,N,2017/12/13 13:00:00+00,43,50,468,446,500,Study,,2699.08612603449
841,"8117,8119,8118,8116,9091,9093,9099,9092,9095,9101,9100,9098,9094,9096,9097","63RD AVE SW,BEACH DR SW",427,N,2015/06/03 00:00:00+00,,,3935,4059,3900,Study - 13-15,,6315.62414527548
842,13536,WESTLAKE AVE N,1124,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,489.961359433863
843,"14309,14310",E LYNN ST,1230,N,2018/04/25 00:00:00+00,1086,786,12213,12016,12500,Study(Normalized),,599.092431922699
844,7239,5TH AVE,870,Y,2018/06/07 00:00:00+00,1188,1101,15763,15732,15400,Study(Normalized),,426.178579515338
845,"14407,14406",EAST MARGINAL WAY S,233,N,2015/08/20 00:00:00+00,,,10494,8733,10500,Study - 13-15,,1127.69399479089
846,16897,NE 47TH ST,1480,N,2018/06/29 00:00:00+00,133,231,2546,2549,2500,Study(Normalized),,279.959940001427
847,2753,2ND AVE,700,Y,1970/01/01 00:00:00+00,,,17000,,17000,Estimate,,305.944886686116
848,"6987,21584,21585,21586,21579,21583,21587,21580,21581,21582","46TH AVE SW,SW 100TH ST",62,N,2014/07/24 00:00:00+00,,,1408,1340,1400,Study - 13-15,,4057.76091155195
849,"22202,22201,22200,341597,22199",SW GENESEE ST,331,N,2015/04/08 00:00:00+00,,,4170,3962,4200,Study - 13-15,,2285.6831482494
850,"2169,2170,13037,13038","15TH AVE S,SWIFT AVE S",264,N,2015/04/01 00:00:00+00,,,10793,9592,10800,Study - 13-15,,1915.04371754831
851,"18625,18628,18630,18626,18629,18627",NW 65TH ST,1656,N,2018/03/30 00:00:00+00,744,790,8868,8629,8600,Study(Normalized),,1344.48776890667
852,"5385,5388,5386,5387,5381,5384,5382,5383",35TH AVE NE,1834,N,2018/01/09 12:45:00+00,1094,1212,12679,11450,12700,Study,,3982.4646061133
853,"8933,8932,8935,8936,8931,8930,8937,8934",AURORA AVE N,1977,N,1970/01/01 00:00:00+00,,,54000,,54000,Estimate,,4330.00283714783
854,11367,LENORA ST,861,Y,1970/01/01 00:00:00+00,,,3800,,3800,Estimate,,322.051849338313
855,"1927,1930,1931,338659,1929,1928,1926",14TH AVE S,499,N,2015/09/21 00:00:00+00,,,6066,5620,6100,Study - 13-15,,1997.82929294026
856,9050,15TH AVE NW,1494,N,1970/01/01 00:00:00+00,,,32000,,32000,Estimate,,983.719538862523
857,"8377,8378,8381,8383,8382,8379,8380",8TH AVE NW,1558,N,2018/02/05 10:30:00+00,743,933,10067,9463,10100,Study,,1824.5542859569
858,20813,S MCCLELLAN ST,438,N,2017/12/13 12:45:00+00,761,871,10840,10295,10800,Study,,484.412051219434
859,"5490,5492,5491,5489",35TH AVE SW,59,N,2017/10/09 13:45:00+00,892,889,9685,9275,9700,Study,,2024.88368631459
860,"23076,23075,23074",W BARRETT ST,1288,N,2018/03/22 00:00:00+00,261,263,2622,2480,2600,Study(Normalized),,924.916260723532
861,"12421,12422,12420,12423",RAINIER AVE S,96,N,2015/02/19 00:00:00+00,,,22116,21297,22100,Study - 13-15,,1169.36144689177
862,"8997,8996,8995,9000,8998,8999",AURORA AVE N,1926,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,3868.71827871488
863,"12298,12297",QUEEN ANNE AVE N,1138,N,2015/01/06 00:00:00+00,,,9712,9451,9700,Study - 13-15,,902.668151350085
864,13185,UNION ST,816,Y,2013/07/09 00:00:00+00,,,12583,11941,12600,Study - 13-15,,184.994753126714
865,8653,AIRPORT WAY S,533,N,2017/10/03 10:00:00+00,837,512,6777,6315,6800,Study,,367.903494051883
866,"4226,4225,4224",28TH AVE W,1209,N,2018/02/12 10:15:00+00,373,211,3171,2845,3200,Study,,704.128655450003
867,"20419,20421,20420,20418",S HUDSON ST,280,N,2018/06/28 00:00:00+00,306,280,3176,2571,3100,Study(Normalized),,1209.10209130594
868,"9314,9315",BOREN AVE,811,B,2017/10/04 11:30:00+00,1692,1576,21094,20369,21100,Study,,612.183183561868
869,"166563,8167",7TH AVE,1053,Y,2018/03/13 00:00:00+00,193,117,1537,1389,1500,Study(Normalized),,314.276589079252
870,9061,BANNER WAY NE,1947,N,1970/01/01 00:00:00+00,,,15800,,15800,Estimate,,904.244474238279
871,"12376,12369,12374,12379,12370,12368,12377,12372,12378,12373,12381,12375,12371,12380",RAINIER AVE S,424,N,2015/10/07 00:00:00+00,,,29231,27462,29200,Study - 13-15,,5040.81236264085
872,11910,MONTLAKE BLVD NE,1312,N,1970/01/01 00:00:00+00,,,39500,,39500,Estimate,,785.029915718926
873,9654,CHELAN AVE SW,410,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,384.875592330991
